---,LOKASI,TERMINAL,ZONA,IP Address,MINI PC,,,,,,,,,,,MONITOR,,,,,,,,,
,,,,,Buatan,Merk,Model,S/N,Support Port,Disk Capacity,Ram Capacity,OS,Tahun Pengadaan,Kondisi (%),Status Garansi,Buatan,Merk,Model,S/N,Support Port,Ukuran (Inch),Tahun Pengadaan,Kondisi (%),Status Garansi,
343,General Boarding Depan Boarding Gate 12 T3-DOM Eskalator Display 2,3U-DOM,Boarding,172.17.149.42,,,,8CG3452HT3,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,,Korea,LG,55SM5KC,703KCPY4P104,"1 HDMI, 1DP, 1DVI, 1RGB","55""",2017,Normal 90%,,Monitor memakai dari general boarding gate 1 T3 INT
344,General Boarding Depan Counter INFO T3-DOM,3U-DOM,Boarding,172.17.149.15,China,HP,Thin Client t640,8CN25202GQ,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,18-02-2026,Korea,LG,65UN7300PTC,105INUB6G262,2 HDMI,"65""",,Normal 90%,,
345,General Boarding Depan Boarding Gate 13 Kiri T3-DOM,3U-DOM,Boarding,172.17.149.140,China,HP,Thin Client t640,8CN05302H8,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,18-02-2024,Korea,BOE,SR65AA,MBVE05300009,"1 HDMI, 1DP","65""",2017,Normal 90%,,
346,General Boarding Depan Boarding Gate 13 Kanan T3-DOM,3U-DOM,Boarding,172.17.149.141,China,HP,Thin Client Elite t655,8CG44530P7,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 50%,,Korea,LG,65UH5C,709KCRN13342,"1 HDMI, 1DP, 1DVI","65""",2017,Normal 90%,,
347,General Boarding Depan Boarding Gate 14 Kiri T3-DOM,3U-DOM,Boarding,172.17.149.40,.,.,.,,,,,,,,,Korea,LG,65UH5C,612KCZP14373,"1 HDMI, 1DP, 1DVI","65""",2017,Normal 90%,,
348,General Boarding Depan Boarding Gate 14 Kanan T3-DOM,3U-DOM,Boarding,172.17.149.44,.,.,.,,,,,,,,,Korea,LG,65UH5C,612KCSF14374,"1 HDMI, 1DP, 1DVI","65""",2017,Normal 90%,,
349,General Boarding Depan Boarding Gate 16 Kiri T3-DOM,3U-DOM,Boarding,172.17.149.46,China,HP,Thin Client Elite t655,8CG437278Y,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,Korea,LG,65UH5C,612KCQX14372,"1 HDMI, 1DP, 1DVI","65""",2017,Normal 90%,,
350,General Boarding Depan Boarding Gate 16 Kanan T3-DOM,3U-DOM,Boarding,172.17.149.45,.,.,.,8CG437277B,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,Korea,LG,65UH5C,612KCYQ14370,"1 HDMI, 1DP, 1DVI","65""",2017,Normal 90%,,
351,General Boarding Depan Boarding Gate 17 T3-DOM,3U-DOM,Boarding,172.17.149.58,China,HP,Thin Client Elite t655,1624630626,"1 HDMI, 1 LAN",120 GB,4 GB,Ubuntu,2016,Normal 50%,,Korea,LG,55SM5KC,611KCLH0B752,"1 HDMI, 1DP, 1DVI, 1RGB","55""",2017,Normal 90%,,
352,General Boarding Depan Boarding Gate 19 Kiri T3-DOM,3U-DOM,Boarding,172.17.149.47,.,.,.,,,,,,,,,Korea,LG,65UH5C,707KCRN1H078,"1 HDMI, 1DP, 1DVI","65""",2017,Normal 90%,,
353,General Boarding Depan Boarding Gate 19 Kanan T3-DOM,3U-DOM,Boarding,172.17.149.46,.,.,.,,,,,,,,,Korea,LG,65UH5C,612KCYQ14370,"1 HDMI, 1DP, 1DVI","65""",2017,Normal 90%,,
354,General Boarding Depan Boarding Gate 21 Kiri T3-DOM,3U-DOM,Boarding,172.17.149.226,.,.,.,,,,,,,,,Korea,LG,65UH5C,707KCNL1H095,"1 HDMI, 1DP, 1DVI","65""",2017,Normal 90%,,
355,General Boarding Depan Boarding Gate 21 Kanan T3-DOM,3U-DOM,Boarding,172.17.149.229,.,.,.,,,,,,,,,Korea,LG,65UH5C,707KCUK1H094,"1 HDMI, 1DP, 1DVI","65""",2017,Normal 90%,,
356,General Boarding Depan Boarding Gate 24 Kiri T3-DOM,3U-DOM,Boarding,172.17.149.232,.,.,.,,,,,,,,,Korea,LG,65UH5C,707KCAS1H096,"1 HDMI, 1DP, 1DVI","65""",2017,Normal 90%,,
357,General Boarding Depan Boarding Gate 24 Kanan T3-DOM,3U-DOM,Boarding,172.17.149.231,.,.,.,,,,,,,,,Korea,LG,65UH5C,707KCFT1H099,"1 HDMI, 1DP, 1DVI","65""",2017,Normal 90%,,
358,General Boarding Smoking Room T3-INT,3U-INT,Boarding,172.17.151.186,China,HP,Thin Client Elite t655,8CG5080SDB,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2025,Normal 100%,,Korea,LG,SR65AA,MBVE09270087,"1 HDMI, 1DP, 1DVI","65""",2017,Normal 90%,,
359,General Boarding Smoking Room T3-DOM,3U-INT,Boarding,172.17.148.186,China,HP,Thin Client t640,8CN2410FZ6,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,09-12-2025,China,BOE,SR65AA,MBVD07010003,"1 HDMI, 1DP","65""",2025,Normal 100%,,
360,General Boarding Transit Kiri T3-INT,3U-INT,Boarding,172.17.150.125,China,HP,Thin Client Elite t655,8CG437277F,"1 VGA, 3 DP",60 GB,8 GB,Win 10,2025,Normal 100%,,Korea,LG,65SM5KD,801KCTBM8001,"3 HDMI,1 VGA 1 DP, 
1 DVI-D","65""",2019,Normal 80%,,
361,General Boarding Transit Kanan T3-INT,,,,China,HP,Thin Client Elite t655,,,,,,,,,China,BOE,SR65AA,MBVE09270078,3 HDMI,"65""",2022,Normal 90%,,
362,General Boarding Transit Kiri T3-DOM,3U-INT,Boarding,172.17.148.245,China,HP,Thin Client Elite t655,8CG40935ZF,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,Korea,LG,65UH5F,112NMF2Z811,"3 HDMI,1 VGA 1 DP, 
1 DVI-D","65""",2022,Normal 90%,,
363,General Boarding Transit Kanan T3-DOM,3U-DOM,Boarding,172.17.148.244,China,HP,Thin Client Elite t655,8CG3452KDM,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,01-01-2027,Korea,LG,65UH5F,111INZY01221,"3 HDMI,1 VGA 1 DP, 
1 DVI-D","65""",2022,Normal 90%,,
364,General Boarding Transit Single T3-DOM,3U-DOM,Boarding,172.17.148.243,.,.,.,No Label SN,"1 HDMI, 1 LAN",120 GB,4 GB,Ubuntu,2016,Normal 50%,,Korea,LG,65UH5F,1112INKH2Z813,"3 HDMI, 1 DP, 1 DVI-D","65""",2022,Normal 95%,,
365,Baggage Breakdown 01 T3-INT,3U-DOM,Breakdown,172.17.150.112,China,HP,T640 Thin Client,8CN32508L7,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,15-08-2026,Korea,LG,43SM5KE-B,111INZY5G125,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,05-07-2026,
366,Baggage Breakdown 02 T3-INT,3U-INT,Breakdown,172.17.150.111,China,HP,Thin Client t640,8CN0480K34,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,,Korea,SAMSUNG,UA43N5003AKPAD,BZ8734GM600139E ,3HDMI ,"43""",2019,Normal 65%,,
367,Baggage Breakdown 03 T3-INT,3U-INT,Breakdown,172.17.150.110,China,HP,Thin Client Elite t655,8CG42730XR,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,China,BOE,LDV43AAAXX,D430132AA310200109 ,"2 HDMI, 1VGA","43""",2024,Normal 100%,,
368,Baggage Breakdown 04 T3-INT,3U-INT,Breakdown,172.17.150.109,China,HP,Thin Client t640,8CN3280HZX,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 95%,11-09-2026,Korea,LG,43LT340C0TB,001INGQ4G583,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,05-07-2026,
369,Baggage Breakdown 05 T3-INT,3U-INT,Breakdown,172.17.150.108,China,HP,Thin Client t640,8CN2390F76,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,18-11-2025,Korea,LG,43UR7500PSC,407INAREG596,3 HDMI,"43""",2024,Normal 95%,07-09-2025,
370,Baggage Breakdown 06 T3-INT,3U-INT,Breakdown,172.17.150.107,China,HP,Thin Client t640,8CN0480K47,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,18-01-2024,Korea,LG,43UN731C0TC,106INQU77596,3 HDMI,"43""",2021,Normal 95%,,
371,Baggage Breakdown 07 T3-DOM,3U-DOM,Breakdown,172.17.149.57,China,HP,Thin Client Elite t655,8CG5063T7L,"DP, VGA",60 GB,8 GB,Windows 10,2025,Normal 50%,,Korea,LG,43LW300C,610INFK4S811,3 HDMI,"43""",2021,Normal 85%,,
372,Baggage Breakdown 08 T3-DOM,3U-DOM,Breakdown,172.17.149.56,China,HP,Thin Client t640,8CN25202GJ,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,18-02-2026,Korea,LG,43SM5KE-B,110INJL8D748,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,,
373,Baggage Breakdown 09 T3-DOM,3U-DOM,Breakdown,172.17.149.55,China,HP,Thin Client t640,8CN1010LMW,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,30-05-2024,Korea,BOE,LDV43AAAXX,D430132AA310200048,3 HDMI ,"43""",2021,Normal 95%,,
374,Baggage Breakdown 10 T3-DOM,3U-DOM,Breakdown,172.17.149.54,China,INTELNUC,NUC6CAYH,G6AY91700H04,"1 HDMI, 1VGA",120 GB,4 GB,Ubuntu,2017,Normal 50%,13-08-2022,Korea,LG,43SM5KE-B,107INKH0V573,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,,
375,Baggage Breakdown 11 T3-DOM,3U-DOM,Breakdown,172.17.149.53,.,.,.,8CN8210B8H,"2 DP, 1 RGB, 4 USB, 1 LAN",60 GB,8 GB,Windows 10,2020,Normal 90%,13-07-2021,Korea,BOE,LDV43AAAXX,D430132AA310200130,3 HDMI,"43""",2023,Normal 95%,,
376,Baggage Breakdown 12 T3-DOM,3U-DOM,Breakdown,172.17.149.52,China,HP,Thin Client Elite t655,8CG5063T7M,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2025,Normal 100%,22-04-2021,Korea,LG,43SM5KE-B,111INPT5G288,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,,
377,Baggage Breakdown 13 T3-DOM,3U-DOM,Breakdown,172.17.149.51,China,HP,Thin Client t640,8CN0480K3S,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,18-01-2024,Korea,SAMSUNG,UA43N5003AKPAD,BZ8734GM700290J,"1HDMI, 1 VGA","43""",2018,Normal 70%,,
378,General Baggage Breakdown T3-INT,3U-INT,Breakdown,172.17.150.140,China,HP,Thin Client Elite t655,8CG40935ZL,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 95%,,Korea,LG,65UQ751C0SF,211INUB30614,"3 HDMI,1 VGA 1 DP, 
1 DVI-D","65""",2023,Normal 90%,19-06-2023,
1 DVI-D","65""",2022,Normal 90%,19-06-2026,
380,Smart Baggage Claim 01 KIRI DEPAN T3-INT,3U-INT,Arrival,172.17.140.1,China,HP,Thin Client t640,8CN1010LMP,DP ,60 GB,8 GB,Windows 10,2022,Normal 90%,01-03-2024,Korea,BOE,LDV43AAAXX,D430132AA310200097,3 HDMI,"43""",2023,Normal 95%,,
381,Smart Baggage Claim 01 KANAN DEPAN T3-INT,3U-INT,Arrival,,China,HP,Thin Client t640,,,,,,,,,Korea,LG,43UB731C0TC,106INPT77592,"3 HDMI, 2DP, 1DVI","43""",2021,Normal 95%,05-07-2026,
382,Baggage Claim 01 KIRI BELAKANG T3-INT,3U-INT,Arrival,172.17.151.96,China,HP,Thin Client t640,8CN2490GP6,DP ,60 GB,8 GB,Windows 10,2022,Normal 50%,,China,BOE,43SM5KE-B,106INCN3B211,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 100%,,
383,Baggage Claim 01 KANAN BELAKANG T3-INT,3U-INT,Arrival,,China,HP,Thin Client t640,,,,,,,,,Korea,LG,43SM5KE-B,111INJL5G020,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,,
384,Smart Baggage Claim 02 KIRI DEPAN T3-INT,3U-INT,Arrival,172.17.140.2,China,HP,Thin Client t640,8CN2300ITG,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,,Korea,LG,43SM5KE-B,111INGQ5G247,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,30-12-2026,
385,Smart Baggage Claim 02 KANAN DEPAN T3-INT,3U-INT,Arrival,,China,HP,Thin Client t640,,,,,,,,,Korea,LG,43SM5KE-B,111INYD5G074,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,03-04-2026,
386,Baggage Claim 02 KIRI BELAKANG T3-INT,3U-INT,Arrival,172.17.151.95,China,HP,Thin Client t640,8CN25202GF,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,18-02-2026,Korea,LG,43M5K3,107INDP0V570,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,,
387,Baggage Claim 02 KANAN BELAKANG T3-INT,3U-INT,Arrival,,China,HP,Thin Client t640,,,,,,,,,Korea,LG,43M5K3,111INTX5F985,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,,
388,Smart Baggage Claim 03 KIRI DEPAN T3-INT,3U-INT,Arrival,172.17.140.3,China,HP,Thin Client t640,8CN23001T7,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,15-09-2025,Korea,BOE,LDV43AAAXX,D430132AA310200148,"2 HDMI, 1 DP, 1DVI","43""",2023,Normal 100%,,
389,Smart Baggage Claim 03 KANAN DEPAN T3-INT,3U-INT,Arrival,,China,HP,Thin Client t640,,,,,,,,,Korea,LG,43SM5KE-B,111INCNAV435,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,,
390,Baggage Claim 03 KIRI BELAKANG T3-INT,3U-INT,Arrival,172.17.151.94,China,HP,Thin Client t640,8CN05302H9,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,18-02-2024,Korea,LG,43UH5F,111INVM5G239,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,30-01-2026,
391,Baggage Claim 03 KANAN BELAKANG T3-INT,3U-INT,Arrival,,China,HP,Thin Client t640,,,,,,,,,Korea,LG,43SM5KD,806KCCVKE403,"3 HDMI, 2DP, 1DVI","43""",2022,Normal 80%,,
392,Smart Baggage Claim 04 KIRI DEPAN T3-INT,3U-INT,Arrival,172.17.140.4,China,HP,Thin Client t640,8CN2490GNY,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,15-09-2025,Korea,LG,43SM5KE-B,111INVM5G167,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,03-04-2026,
393,Smart Baggage Claim 04 KANAN DEPAN T3-INT,3U-INT,Arrival,,China,HP,Thin Client t640,,,,,,,,,Korea,LG,43SM5KE-B,111INYD5G098,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,,
394,Baggage Claim 04 KIRI BELAKANG T3-INT,3U-INT,Arrival,172.17.151.91,China,HP,Thin Client t640,8CN23001TT,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,03-02-2026,China,BOE,LDV43AAAXX,D430132AA310200129,"2 HDMI, 1 DP, 1DVI","43""",2022,Normal 100%,,
395,Baggage Claim 04 KANAN BELAKANG T3-INT,3U-INT,Arrival,,China,HP,Thin Client t640,,,,,,,,,Korea,LG,43SM5KE-B,107INTX0V569,"3 HDMI, 2DP, 1DVI","42""",2014,Normal 95%,,
396,Smart Baggage Claim 05 KIRI DEPAN T3-INT,3U-INT,Arrival,172.17.140.5,.,.,.,8CG437277L,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,Korea,LG,43SM5KD,802KCNLR8375,"1 HDMI, 1 RGB","43""",2018,Normal 65%,,
397,Smart Baggage Claim 05 KANAN DEPAN T3-INT,3U-INT,Arrival,,.,.,.,,,,,,,,,Korea,LG,43SM5KE-B,111INEW5G156,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,,
398,Baggage Claim 05 KIRI BELAKANG T3-INT,3U-INT,Arrival,172.17.151.89,.,.,.,8CN2490GNW,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,03-02-2026,Korea,LG,43SM5KE-B,111INPT5G240,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,30-01-2026,
399,Baggage Claim 05 KANAN BELAKANG T3-INT,3U-INT,Arrival,,.,.,.,,,,,,,,,Korea,LG,43UH5F,004KCASMQ976,"1 HDMI, 1 RGB","43""",2020,95%,,
400,Smart Baggage Claim 06 KIRI DEPAN T3-INT,3U-INT,Arrival,172.17.151.86,.,.,.,8CN1010LNZ,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,01-03-2024,Korea,LG,43UH5F,004KCDGMQ971,"1 HDMI, 1 RGB","43""",2020,95%,,
401,Smart Baggage Claim 06 KANAN DEPAN T3-INT,3U-INT,Arrival,,.,.,.,,,,,,,,,Korea,BOE,LDV43AAAXX,D430132AA3Z2700026,"2 HDMI, 1 DP, 1DVI","43""",2025,Normal 100%,,
402,Baggage Claim 06 KIRI BELAKANG T3-INT,3U-INT,Arrival,172.17.151.87,.,.,.,PF63PAQM,"3 DP, 6 USB Type A, 1 LAN",8 GB,2 GB,Windows 11,2025,Normal 100%,,Korea,LG,43UH5F,004KCJZMQ980,"1 HDMI, 1 RGB","43""",2020,95%,,
403,Baggage Claim 06 KANAN BELAKANG T3-INT,3U-INT,Arrival,,.,.,.,,,,,,,,,China,BOE,DV43A-A,D430132AA310200052,HDMI,"43""",2024,95%,,
404,Smart Baggage Claim 07 KIRI T3-DOM,3U-DOM,Arrival,172.17.140.7,.,.,.,8CG437278R,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 50%,,Korea,LG,43SM5KE,111INLV5G104,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,,
405,Smart Baggage Claim 07 KANAN T3-DOM,3U-DOM,Arrival,,.,.,.,,,,,,,,,Korea,LG,43SM5KE,111INSE5G246,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,02-05-2026,
406,Smart Baggage Claim 08 KIRI T3-DOM,3U-DOM,Arrival,172.17.140.8,.,.,.,8CG3452KDK,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,01-01-2027,China,BOE,LDV43AAAXX,D430132AA310200047,"2 HDMI, 1 DP, 1DVI","43""",2022,Normal 100%,,
407,Smart Baggage Claim 08 KANAN T3-DOM,3U-DOM,Arrival,,.,.,.,,,,,,,,,Korea,LG,43SM5KE,111INSE5G198,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,02-05-2026,
408,Smart Baggage Claim 09 KIRI T3-DOM,3U-DOM,Arrival,172.17.140.9,.,.,.,8CG40936GH,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,Korea,LG,43SM5KE-B,111INKH5F965,"3 HDMI, 2DP, 1DVI","42""",2014,Normal 95%,,
409,Smart Baggage Claim 09 KANAN T3-DOM,3U-DOM,Arrival,,.,.,.,,,,,,,,,Korea,LG,43LT340C0TB,003INPT6K160,"3 HDMI, 2DP, 1DVI","42""",2023,Normal 95%,03-04-2026,
410,Smart Baggage Claim 10 KIRI T3-DOM,3U-DOM,Arrival,172.17.149.10,.,.,.,8CN05302J2,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,18-02-2024,Korea,LG,43UH5F -H,008INUB6S710,"2 HDMI, 1 DP, 1DVI","43""",2022,Normal 95%,,
411,Smart Baggage Claim 10 KANAN T3-DOM,3U-DOM,Arrival,,.,.,.,,,,,,,,,Korea,LG,43UH5F- B,004KCFTMQ979,"2 HDMI, 1 DP, 1DVI","43""",2022,Normal 95%,,
412,Smart Baggage Claim 11 KIRI T3-DOM,3U-DOM,Arrival,172.17.149.11,.,.,.,8CG437277R,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,Korea,LG,43SM5KE-B,111INKH5G037,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,03-04-2026,
413,Smart Baggage Claim 11 KANAN T3-DOM,3U-DOM,Arrival,,.,.,.,,,,,,,,,Korea,LG,43UP751C0TC,209INBSAP445,3 HDMI,"43""",2022,Normal 95%,,
414,Smart Baggage Claim 12 KIRI T3-DOM,3U-DOM,Arrival,172.17.149.12,.,.,.,8CN2490GPJ,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,03-02-2026,Korea,LG,43SM5KE-B,111INWA5F945,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,30-01-2025,
415,Smart Baggage Claim 12 KANAN T3-DOM,3U-DOM,Arrival,,.,.,.,,,,,,,,,Korea,LG,43SM5KE-B,111INPT5G192,"3 HDMI, 2DP, 1DVI","43""",2023,Normal 95%,30-01-2026,
416,Smart Baggage Claim 13 KIRI T3-DOM,3U-DOM,Arrival,172.17.149.249,.,.,.,8CN0480K37,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2022,Normal 90%,,Korea,Samsung,UA43N5003,BZ8734GM701112N,"1HDMI, 1 VGA","43""",2014,Normal 65%,,
417,Smart Baggage Claim 13 KANAN T3-DOM,3U-DOM,Arrival,,.,.,.,,,,,,,,,China,BOE,LDV43AAAXX,D430132AA310200104,"2 HDMI, 1VGA","43""",2024,Normal 100%,,
418,General Baggage Claim 01 T3-INT,3U-DOM,Arrival,172.17.151.101,.,.,.,8CN32508KQ,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,15-08-2025,Korea,LG,55UH5C-BF,807KCJZKY948,"3 HDMI, 2DP, 1DVI","55""",2018,Normal 65%,,
419,General Baggage Claim 03 T3-INT,3U-INT,Arrival,172.17.151.103,.,.,.,,,,,,,,,Korea,LG,55UH5C-BF,807KCQXKY932,"3 HDMI, 2DP, 1DVI","55""",2018,Normal 65%,,
420,General Baggage Claim 05 T3-INT,3U-INT,Arrival,172.17.151.105,.,.,.,,,,,,,,,Korea,LG,55UH5F -H,102INHZ76505,"3 HDMI, 2DP, 1DVI","55""",2021,Normal 75%,,
421,General Baggage Claim 08 T3-DOM,3U-DOM,Arrival,172.17.141.215,.,.,.,,,,,,,,,Korea,LG,55SM5KD -B,802KCXMQX266,"3 HDMI, 2DP, 1DVI","55""",2016,Normal 65%,,
422,General Baggage Claim 10 T3-DOM,3U-DOM,Arrival,172.17.141.66,.,.,.,,,,,,,,,Korea,LG,55SM5KC,611KCCV0B747,"3 HDMI, 2DP, 1DVI","55""",2016,Normal 65%,,
423,General Baggage Claim 12 T3-DOM,3U-DOM,Arrival,172.17.149.125,.,.,.,,,,,,,,,Korea,LG,55SM5KC,611KCEA0B756,"3 HDMI, 2DP, 1DVI","55""",2016,Normal 65%,,
424,General Baggage Claim Gawangan Display 01 T3-INT,3U-INT,Arrival,172.17.151.110,.,.,.,8CG437278S,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,China,BOE,SR65AA,MBVD07010010,"2 HDMI, 1VGA","65""",2024,Normal 100%,,
425,General Baggage Claim Gawangan Display 02 T3-INT,3U-INT,Arrival,172.17.151.111,.,.,.,8CG437278H,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,China,BOE,SR65AA,MBVD07010010,"2 HDMI, 1VGA","65""",2024,Normal 100%,,
426,General Baggage Claim Gawangan Display 03 T3-INT,3U-INT,Arrival,172.17.151.112,.,.,.,8CG4372781,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,China,BOE,SR65AA,MBVD07010010,"2 HDMI, 1VGA","65""",2024,Normal 100%,,
427,General Baggage Claim Gawangan Display 04 T3-INT,3U-INT,Arrival,172.17.151.113,.,.,.,8CG437277P,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,China,BOE,SR65AA,MBVD07010010,"2 HDMI, 1VGA","65""",2024,Normal 100%,,
428,General Baggage Claim Gawangan Display 01 T3-DOM,3U-DOM,Arrival,172.17.149.133,.,.,.,8CG4372790,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,China,BOE,SR65AA,,"2 HDMI, 1VGA","65""",2024,Normal 100%,,
429,General Baggage Claim Gawangan Display 02 T3-DOM,3U-DOM,Arrival,172.17.149.134,.,.,.,8CG437277G,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,China,LG,SR65AA,,"2 HDMI, 1VGA","65""",2024,Normal 100%,,
430,General Baggage Claim Gawangan Display 03 T3-DOM,3U-DOM,Arrival,172.17.149.135,.,.,.,8CG437278T,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2024,Normal 100%,,China,LG,SR65AA,,"2 HDMI, 1VGA","65""",2024,Normal 100%,,
431,General Baggage Claim Gawangan Display 04 T3-DOM,3U-DOM,Arrival,172.17.149.136,.,.,.,8CG437277K,"1 VGA, 3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,WINdows 10,2024,Normal 100%,,China,LG,SR65AA,,"2 HDMI, 1VGA","65""",2024,Normal 100%,,
432,General Departure Transit Arrival Pintu 1 Display 01 T3-INT Bawah Eskalator,3U-INT,Arrival,172.17.151.120,China,HP,Thin Client t640,8CN25202G8,,,,,,,,,,,,,,,,,
433,General Arrival West Lobby T3-INT,3U-INT,Arrival,172.17.150.126,China,HP,Thin Client t640,8CN05302HS,"3 DP, 6 USB Type A, 1 LAN",60 GB,8 GB,Windows 10,2023,Normal 90%,18-02-2024,Korea,LG,65UN7300PTC,105INBS6G341,"2 HDMI, 1 DP, 1DVI","65""",2022,Normal 65%,,
434,General Arrival Parkir Lantai 1 T3-INT,3U-INT,Arrival,172.17.151.223,China,HP,Thin Client Elite t655,8CG437277Y,"1 HDMI, 1 VGA",8 GB,4 GB,Lubuntu,2016,,,China,BOE,LDV55AAAXX,D550134AA2Z0600100,3HDMI,"55""",2024,Normal 100%,,
